title,authors,journal,year,doi,pubmed_id,ifc_url,has_abstract,text_length,index,umap_x,umap_y,id
Retinal Nrf2 expression in normal and early streptozotocin-diabetic rats,"Albert-Garay, J. S., Riesgo-Escovar, J. R., Sánchez-Chávez, G., & Salceda, R.","Neurochemistry International, 145, 105007",2021,10.1016/j.neuint.2021.105007,33675841,https://www.ifc.unam.mx/publicacion.php?ut=000635573000003,True,1355,201,5.9859695,4.51457,pub_201_39d1fe28
Starvation induces an increase in intracellular calcium and potentiates the progesterone?induced mouse sperm acrosome reaction,"Sánchez?Cárdenas, C., Romarowski, A., Orta, G., De la Vega?Beltrán, J. L., Martín?Hidalgo, D., Hernández?Cruz, A., ? Darszon, A.","The FASEB Journal, 35(4)",2021,10.1096/fj.202100122r,33742713,https://www.ifc.unam.mx/publicacion.php?ut=000635216100037,True,1202,202,4.1506333,4.874602,pub_202_72d83723
Transcriptional profiling of identified neurons in leech,"Heath-Heckman, E., Yoo, S., Winchell, C., Pellegrino, M., Angstadt, J., Lammardo, V. B., ? Weisblat, D.","BMC Genomics, 22(1)",2021,10.1186/s12864-021-07526-0,33765928,https://www.ifc.unam.mx/publicacion.php?ut=000635201600001,True,533,203,7.169552,1.8146076,pub_203_6228e005
"The Balance of MU-Opioid, Dopamine D2 and Adenosine A2A Heteroreceptor Complexes in the Ventral Striatal-Pallidal GABA Antireward Neurons May Have a Significant Role in Morphine and Cocaine Use Disorders","Borroto-Escuela, D. O., Wydra, K., Fores-Pons, R., Vasudevan, L., Romero-Fernandez, W., Frankowska, M., ? Fuxe, K.","Frontiers in Pharmacology, 12",2021,10.3389/fphar.2021.627032,33790790,https://www.ifc.unam.mx/publicacion.php?ut=000634100600001,True,2343,204,7.601085,2.8010993,pub_204_858c0475
Epigenetic control of cell fate - an interview with Maria-Elena Torres-Padilla,"Chimal-Monroy, J., & Escalante-Alcalde, D.","The International Journal of Developmental Biology, 65(1-2-3), 163?169",2021,10.1387/ijdb.200176jc,32930362,https://www.ifc.unam.mx/publicacion.php?ut=000631906300018,True,1250,205,3.7957404,2.983791,pub_205_b9f5e2ec
Insights into the mechanism of adult neurogenesis - an interview with Arturo Álvarez-Buylla,"Escalante-Alcalde, D., & Chimal-Monroy, J.","The International Journal of Developmental Biology, 65(1-2-3), 153?161",2021,10.1387/ijdb.200297de,33200811,https://www.ifc.unam.mx/publicacion.php?ut=000631906300017,True,1389,206,6.5021973,1.9403476,pub_206_dd7df31f
Cell fusion and fusogens - an interview with Benjamin Podbilewicz,"Chimal-Monroy, J., & Escalante-Alcalde, D.","The International Journal of Developmental Biology, 65(1-2-3), 143?152",2021,10.1387/ijdb.200220jc,32930366,https://www.ifc.unam.mx/publicacion.php?ut=000631906300016,True,941,207,3.4743357,3.2160587,pub_207_a63eee5a
Antivirulence Activity of a Dietary Phytochemical: Hibiscus Acid Isolated from Hibiscus sabdariffa L,"Cortes-López, H., Castro-Rosas, J., García-Contreras, R., Rodríguez-Zavala, J. S., González-Pedrajo, B., Díaz-Guerrero, M., ? Castillo-Juárez, I.",Reduces the Virulence of Pseudomonas aeruginosa in a Mouse Infection Model,2021,10.1089/jmf.2020.0135,33751918,https://www.ifc.unam.mx/publicacion.php?ut=000631704800001,True,1484,208,1.6394631,1.0863286,pub_208_820a5530
Pyrazol(in)e derivatives of curcumin analogs as a new class of anti-Trypanosoma cruzi agents,"Matiadis, D., Saporiti, T., Aguilera, E., Robert, X., Guillon, C., Cabrera, N., ? Alvarez, G.","Future Medicinal Chemistry, 13(8), 701?714",2021,10.4155/fmc-2020-0349,33648346,https://www.ifc.unam.mx/publicacion.php?ut=000625283800001,True,917,209,2.5697596,1.5842435,pub_209_440f1267
Altered Light Sensitivity of Circadian Clock in Shank3+/? Mouse,"Alamilla, J., Ramiro-Cortés, Y., Mejía-López, A., Chavez, J.-L., Rivera, D. O., Felipe, V., & Aguilar-Roblero, R.","Frontiers in Neuroscience, 15",2021,10.3389/fnins.2021.604165,33679297,https://www.ifc.unam.mx/publicacion.php?ut=000625163900001,True,2011,210,6.7094393,3.239723,pub_210_4c4f1f98
Polycomb complexes redundantly maintain epidermal stem cell identity during development,"Cohen, I., Bar, C., Liu, H., Valdes, V. J., Zhao, D., Galbo, P. M., ? Ezhkova, E.","Genes & Development, 35(5-6), 354?366",2021,10.1101/gad.345363.120,33602871,https://www.ifc.unam.mx/publicacion.php?ut=000625063600006,True,1520,211,3.5645204,2.4460213,pub_211_b6faeffa
Firing Differences Between Adult Intralaminar Thalamo-striatal Neurons,"Mendez-Rodriguez, B. S., Arias-Garcia, M. A., Tapia, D., Laville, A., Bargas, J., & Galarraga, E.","Neuroscience, 458, 153?165",2021,10.1016/j.neuroscience.2020.12.032,33428968,https://www.ifc.unam.mx/publicacion.php?ut=000624016900014,True,1792,212,7.565704,2.031306,pub_212_59c008f2
The Role of Central Serotonin Neurons and 5-HT Heteroreceptor Complexes in the Pathophysiology of Depression: A Historical Perspective and Future Prospects,"Borroto-Escuela, D. O., Ambrogini, P., Chru?cicka, B., Lindskog, M., Crespo-Ramirez, M., Hernández-Mondragón, J. C., ? Fuxe, K.","International Journal of Molecular Sciences, 22(4), 1927",2021,10.3390/ijms22041927,33672070,https://www.ifc.unam.mx/publicacion.php?ut=000623875400001,True,2118,213,7.168578,2.7632904,pub_213_2dd1f926
Protein Dosage of the lldPRD Operon Is Correlated with RNase E-Dependent mRNA Processing,"Angel-Lerma, L. E., Merino, E., Kwon, O., Medina-Aparicio, L., Hernández-Lucas, I., Alvarez, A. F., & Georgellis, D.","Journal of Bacteriology, 203(6)",2020,10.1128/jb.00555-20,33361194,https://www.ifc.unam.mx/publicacion.php?ut=000621352300001,True,1778,214,1.5995833,2.1333687,pub_214_cf90f139
H2A,"Ávila-López, P. A., Guerrero, G., Nuñez-Martínez, H. N., Peralta-Alvarez, C. A., Hernández-Montes, G., Álvarez-Hilario, L. G., ? Hernández-Rivas, R.",Z overexpression suppresses senescence and chemosensitivity in pancreatic ductal adenocarcinoma,2021,10.1038/s41388-021-01664-1,33627784,https://www.ifc.unam.mx/publicacion.php?ut=000621289100006,True,1582,215,4.224302,2.583916,pub_215_22d37263
Programmed Cell Senescence in the Mouse Developing Spinal Cord and Notochord,"Domínguez-Bautista, J. A., Acevo-Rodríguez, P. S., & Castro-Obregón, S.","Frontiers in Cell and Developmental Biology, 9",2021,10.3389/fcell.2021.587096,33575260,https://www.ifc.unam.mx/publicacion.php?ut=000616108600001,True,1765,216,5.482815,2.9801862,pub_216_850f75ca
Expression of MicroRNAs in Periodontal Disease: A Systematic Review,"Cuevas-González, M. V., Suaste-Olmos, F., García-Calderón, A. G., Tovar-Carrillo, K. L., Espinosa-Cristóbal, L. F., Nava-Martínez, S. D., ? Donohue-Cornejo, A.","BioMed Research International, 2021, 1?6",2021,10.1155/2021/2069410,33542918,https://www.ifc.unam.mx/publicacion.php?ut=000616106700001,True,1155,217,3.7209985,1.2549021,pub_217_dfabb8ad
Genome-wide and structural analysis of the Myb-SHAQKYF family in Entamoeba histolytica,"Cárdenas-Hernández, H., Titaux-Delgado, G. A., Castañeda-Ortiz, E. J., Torres-Larios, A., Brieba, L. G., del Río-Portilla, F., & Azuara-Liceaga, E.","Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics, 1869(4), 140601",2021,10.1016/j.bbapap.2021.140601,33422669,https://www.ifc.unam.mx/publicacion.php?ut=000615525000001,True,1786,218,2.1012197,2.6525533,pub_218_5560a340
Skin-resident innate lymphoid cells converge on a pathogenic effector state,"Bielecki, P., Riesenfeld, S. J., Hütter, J.-C., Torlai Triglia, E., Kowalczyk, M. S., Ricardo-Gonzalez, R. R., ? Flavell, R. A.",Nature,2021,10.1038/s41586-021-03188-w,33536623,https://www.ifc.unam.mx/publicacion.php?ut=000614414900002,True,1801,219,3.8942811,0.29221454,pub_219_a765b3d6
Invariant timescale hierarchy across the cortical somatosensory network,"Rossi-Pool, R., Zainos, A., Alvarez, M., Parra, S., Zizumbo, J., & Romo, R.","Proceedings of the National Academy of Sciences, 118(3), e2021843118",2021,10.1073/pnas.2021843118,33431695,https://www.ifc.unam.mx/publicacion.php?ut=000609633900073,True,1632,220,8.279708,2.034955,pub_220_1a398b6b
Striatal bilateral control of skilled forelimb movement,"Lopez-Huerta, V. G., Denton, J. A., Nakano, Y., Jaidar, O., Garcia-Munoz, M., & Arbuthnott, G. W.","Cell Reports, 34(3), 108651",2021,10.1016/j.celrep.2020.108651,33472081,https://www.ifc.unam.mx/publicacion.php?ut=000609627300017,True,1116,221,8.006662,2.249252,pub_221_b4af5213
Human Keratinocytes Adopt Neuronal Fates After In Utero Transplantation in the Developing Rat Brain,"Tenorio-Mina, A., Cortés, D., Esquivel-Estudillo, J., López-Ornelas, A., Cabrera-Wrooman, A., Lara-Rodarte, R., ? Velasco, I.","Cell Transplantation, 30, 096368972097821",2021,10.1177/0963689720978219,33435710,https://www.ifc.unam.mx/publicacion.php?ut=000609446500001,True,1691,222,5.887112,1.9268106,pub_222_60f12e91
Effect of Azadirachta indica A,"Oyarzabal-Armendariz, E., Alquicira-Mireles, J., Zúñiga-Ruíz, B., Arreola-Ramírez, J. L., Guevara-Fefer, P., Lara-Figueroa, C. O., & Escamilla-Chimal, E. G.",Juss (Meliaceae) on the serotonin rhythm of Spodoptera frugiperda (Lepidoptera: Noctuidae),2021,10.1080/07420528.2020.1858849,33397171,https://www.ifc.unam.mx/publicacion.php?ut=000604674100001,True,1924,223,2.867132,2.4568617,pub_223_2f427723
The PKC-? pseudosubstrate peptide induces glutamate release from retinal pigment epithelium cells through kinase- independent activation of Best1,"Lee-Rivera, I., López, E., Alvarez-Arce, A., & López-Colomé, A. M.","Life Sciences, 265, 118860",2021,10.1016/j.lfs.2020.118860,33301813,https://www.ifc.unam.mx/publicacion.php?ut=000604430800092,True,494,224,5.75668,4.6114917,pub_224_2ab27d7c
The plastid proteome of the nonphotosynthetic chlorophycean alga Polytomella parva,"Fuentes-Ramírez, E. O., Vázquez-Acevedo, M., Cabrera-Orefice, A., Guerrero-Castillo, S., & González-Halphen, D.","Microbiological Research, 243, 126649",2021,10.1016/j.micres.2020.126649,33285428,https://www.ifc.unam.mx/publicacion.php?ut=000604267600003,True,1308,225,1.1913176,2.576861,pub_225_edcb04f2
Deterministic modeling of single-channel and whole-cell currents,"Juayerk-Herrera, K. L., Félix-Martínez, G. J., Picones, A., Del-Río-Correa, J. L., & Godínez-Fernández, J. R.","Journal of Theoretical Biology, 508, 110459",2021,10.1016/j.jtbi.2020.110459,32890554,https://www.ifc.unam.mx/publicacion.php?ut=000581031300003,True,1127,226,4.001807,6.9554963,pub_226_2c23744a
Assessing the treatment of cannabidiolic acid methyl ester: a stable synthetic analogue of cannabidiolic acid on c-Fos and NeuN expression in the hypothalamus of rats,"Murillo-Rodríguez, E., Millán-Aldaco, D., Arankowsky-Sandoval, G., Yamamoto, T., Pertwee, R. G., Parker, L., & Mechoulam, R.","Journal of Cannabis Research, 3(1)",2021,10.1186/s42238-021-00081-1,34253253,https://www.ifc.unam.mx/publicacion.php?scopus=85147136768,True,685,227,7.263202,3.3173175,pub_227_2ee9a695
Cellular Senescence and ApoE4: Their Repercussions in Alzheimer?s Disease,"Tecalco-Cruz, A. C., Zepeda-Cervantes, J., López-Canovas, L., Ramírez-Jarquín, J. O., Pedraza-Chaverrí, J., & Briones-Herrera, A.","CNS & Neurological Disorders - Drug Targets, 20(9), 778?785",2021,10.2174/1871527320666210628102721,34182916,https://www.ifc.unam.mx/publicacion.php?scopus=85122489648,True,829,228,5.6603065,3.0830002,pub_228_97471512
Taenia solium Metacestode Factor as Probable Cause of Temporal Lobe Epilepsy,"Molinari, J. L.","The American Journal of Tropical Medicine and Hygiene, 105(6), 1468?1471",2021,10.4269/ajtmh.21-0567,34662862,https://www.ifc.unam.mx/publicacion.php?scopus=85121444929,True,670,229,7.4441648,3.2565703,pub_229_89a7e123
In-Nucleus Hi-C in Drosophila Cells,"Esquivel-López, A., Arzate-Mejía, R., Pérez-Molina, R., & Furlan-Magaril, M.","Journal of Visualized Experiments, (175)",2021,10.3791/62106,34605807,https://www.ifc.unam.mx/publicacion.php?scopus=85117235337,True,1341,230,3.456836,2.3196237,pub_230_2543c386
Plasma Membrane Fluidity: An Environment Thermal Detector in Plants,"Cano-Ramirez, D. L., Carmona-Salazar, L., Morales-Cedillo, F., Ramírez-Salcedo, J., Cahoon, E. B., & Gavilanes-Ruíz, M.","Cells, 10(10), 2778",2021,10.3390/cells10102778,34685758,https://www.ifc.unam.mx/publicacion.php?scopus=85117146360,True,1484,231,1.8321888,3.3082323,pub_231_51c5668b
Increase of 5-HT levels is induced both in mouse brain and HEK-293 cells following their exposure to a non-viral tryptophan hydroxylase construct,"Tesoro-Cruz, E., Manuel-Apolinar, L., Oviedo, N., Orozco-Suárez, S., Crespo Ramírez, M., Bekker-Méndez, V. C., ? Pérez de la Mora, M.","Translational Psychiatry, 11(1)",2021,10.1038/s41398-021-01634-x,34625528,https://www.ifc.unam.mx/publicacion.php?scopus=85116813819,True,1422,232,7.0140724,3.0180113,pub_232_d15a8910
Preface: On the right track to decoding the enigma of sepsis,"Mas-Oliva, J.",Archives of Medical Research,2021,10.1016/j.arcmed.2021.09.001,34544609,https://www.ifc.unam.mx/publicacion.php?scopus=85115166993,True,86,233,2.3755016,0.7200371,pub_233_e5332d9a
New Insights into the Methylation of Mycobacterium tuberculosis Heparin Binding Hemagglutinin Adhesin Expressed in Rhodococcus erythropolis,"Parada, C., Neri-Badillo, I. C., Vallecillo, A. J., Segura, E., Silva-Miranda, M., Guzmán-Gutiérrez, S. L., ? Espitia, C.","Pathogens, 10(9), 1139",2021,10.3390/pathogens10091139,,https://www.ifc.unam.mx/publicacion.php?scopus=85115115757,True,1851,234,2.535532,0.7682911,pub_234_216b8e76
"Chemical, biochemical, and microbiological properties of Technosols produced from urban inorganic and organic wastes","Abbruzzini, T. F., Reyes-Ortigoza, A. L., Alcántara-Hernández, R. J., Mora, L., Flores, L., & Prado, B.",Journal of Soils and Sediments,2021,10.1007/s11368-021-03062-2,,https://www.ifc.unam.mx/publicacion.php?scopus=85114778157,True,2340,235,0.853446,3.0825408,pub_235_e1ad3d14
Peptides as therapeutic molecules to neutralize Gram-negative bacterial lipopolysaccharides in sepsis and septic shock,"Luna-Reyes, I., Pérez-Hernández, E. G., Delgado-Coello, B., & Mas-Oliva, J.",Archives of Medical Research,2021,10.1016/j.arcmed.2021.08.001,34429232,https://www.ifc.unam.mx/publicacion.php?scopus=85113301442,True,1288,236,2.1790986,0.95561385,pub_236_ca991fc9
Optogenetic inhibition of indirect pathway neurons in the dorsomedial striatum reduces excessive grooming in Sapap3-knockout mice,"Ramírez-Armenta, K. I., Alatriste-León, H., Verma-Rodríguez, A. K., Llanos-Moreno, A., Ramírez-Jarquín, J. O., & Tecuapetla, F.",Neuropsychopharmacology,2021,10.1038/s41386-021-01161-9,34417544,https://www.ifc.unam.mx/publicacion.php?scopus=85113217919,True,1522,237,8.159956,2.3613927,pub_237_345a2d91
Effects of repetitive Transcranial Magnetic Stimulation in aged rats depend on pre-treatment cognitive status: Toward individualized intervention for successful cognitive aging,"Weiler, M., Moreno-Castilla, P., Starnes, H. M., Melendez, E. L. R., Stieger, K. C., Long, J. M., & Rapp, P. R.","Brain Stimulation, 14(5), 1219?1225",2021,10.1016/j.brs.2021.08.008,34400378,https://www.ifc.unam.mx/publicacion.php?scopus=85112860879,True,1813,238,7.553651,3.735769,pub_238_55cd6176
DNA?MBF1 study using molecular dynamics simulations,"Salgado-Blanco, D., López-Urías, F., Ovando-Vázquez, C., & Jaimes-Miranda, F.","European Biophysics Journal, 50(8), 1055?1067",2021,10.1007/s00249-021-01565-x,34387715,https://www.ifc.unam.mx/publicacion.php?scopus=85112408628,True,1676,239,2.0428176,3.0539615,pub_239_e45e4bd1
Study of GPCR Homo- and Heteroreceptor Complexes in Specific Neuronal Cell Populations Using the In Situ Proximity Ligation Assay,"Narváez, M., Crespo-Ramírez, M., Fores-Pons, R., Pita-Rodríguez, M., Ciruela, F., Filip, M., ? Borroto-Escuela, D. O.","Receptor and Ion Channel Detection in the Brain, 117?134",2021,10.1007/978-1-0716-1522-5_9,,https://www.ifc.unam.mx/publicacion.php?scopus=85111457139,True,2173,240,7.082979,2.8463318,pub_240_7d344edd
Mitochondrial Dysfunction and Alterations in Mitochondrial Permeability Transition Pore (mPTP) Contribute to Apoptosis Resistance in Idiopathic Pulmonary Fibrosis Fibroblasts,"Luis-García, E. R., Becerril, C., Salgado-Aguayo, A., Aparicio-Trejo, O. E., Romero, Y., Flores-Soto, E., ? Selman, M.","International Journal of Molecular Sciences, 22(15), 7870",2021,10.3390/ijms22157870,34360637,https://www.ifc.unam.mx/publicacion.php?scopus=85110732347,True,1777,241,3.4945393,4.122193,pub_241_09285332
Palmitic acid induces insulin resistance by a mechanism associated with energy metabolism and calcium entry in neuronal cells,"Sánchez?Alegría, K., Bastián?Eugenio, C. E., Vaca, L., & Arias, C.","The FASEB Journal, 35(7)",2021,10.1096/fj.202100243r,34110637,https://www.ifc.unam.mx/publicacion.php?scopus=85108123922,True,1674,242,6.4460588,4.364542,pub_242_d1d61537
Identification of genes modulated by interferon gamma in breast cancer cells,"Tecalco-Cruz, A. C., Macías-Silva, M., Ramírez-Jarquín, J. O., & Méndez-Ambrosio, B.","Biochemistry and Biophysics Reports, 27, 101053",2021,10.1016/j.bbrep.2021.101053,,https://www.ifc.unam.mx/publicacion.php?scopus=85107984522,True,1141,243,4.06954,1.8498594,pub_243_2a9fc7db
Osmolyte Signatures for the Protection of Aspergillus sydowii Cells under Halophilic Conditions and Osmotic Shock,"Rodríguez-Pupo, E. C., Pérez-Llano, Y., Tinoco-Valencia, J. R., Sánchez, N. S., Padilla-Garfias, F., Calahorra, M., ? Sánchez-Carbente, M. del R.","Journal of Fungi, 7(6), 414",2021,10.3390/jof7060414,,https://www.ifc.unam.mx/publicacion.php?scopus=85107817883,True,1597,244,0.95735776,3.8377426,pub_244_d46ad5f9
CesL Regulates Type III Secretion Substrate Specificity of the Enteropathogenic E,"Díaz-Guerrero, M., Gaytán, M. O., Soto, E., Espinosa, N., García-Gómez, E., Marcos-Vilchis, A., ? González-Pedrajo, B.",coli Injectisome,2021,10.3390/microorganisms9051047,,https://www.ifc.unam.mx/publicacion.php?scopus=85105669924,True,1477,245,1.2476332,1.6397434,pub_245_7ba15a24
Study of the ultrastructure of Enterococcus faecalis and Streptococcus mutans incubated with salivary antimicrobial peptides,"Blancas, B., Lanzagorta, M. de L., Jiménez?Garcia, L. F., Lara, R., Molinari, J. L., & Fernández, A. M.","Clinical and Experimental Dental Research, 7(3), 365?375",2021,10.1002/cre2.430,33951334,https://www.ifc.unam.mx/publicacion.php?scopus=85105134583,True,1979,246,1.5174879,1.0681386,pub_246_103d02f2
Differential ROS-Mediated Phosphorylation of Drp1 in Mitochondrial Fragmentation Induced by Distinct Cell Death Conditions in Cerebellar Granule Neurons,"Cid-Castro, C., & Morán, J.","Oxidative Medicine and Cellular Longevity, 2021, 1?14",2021,10.1155/2021/8832863,33936388,https://www.ifc.unam.mx/publicacion.php?scopus=85104917855,True,1428,247,4.9639564,3.637707,pub_247_b8e6c75d
Challenges in the Computational Modeling of the Protein Structure?Activity Relationship,"Del Río, G.","Computation, 9(4), 39",2021,10.3390/computation9040039,,https://www.ifc.unam.mx/publicacion.php?scopus=85104243817,True,993,248,2.177724,1.5787789,pub_248_582fbb3a
Embryonic neural stem/progenitor cells as model to characterize dystrophin and dystrophin-associated proteins expression during neuronal or astrocytic differentiation,"Romo-Yáñez, J., Rodríguez-Martínez, G., Aragón, J., Siqueiros-Márquez, L., Herrera-Salazar, A., Velasco, I., & Montanez, C.","MethodsX, 8, 101325",2021,10.1016/j.mex.2021.101325,,https://www.ifc.unam.mx/publicacion.php?scopus=85103770191,True,1700,249,6.214383,1.9186211,pub_249_e1be770a
"Microbial diversity and physicochemical characteristics of tropical karst soils in the northeastern Yucatan peninsula, Mexico","Santillán, J., López-Martínez, R., Aguilar-Rangel, E. J., Hernández-García, K., Vásquez-Murrieta, M. S., Cram, S., & Alcántara-Hernández, R. J.","Applied Soil Ecology, 165, 103969",2021,10.1016/j.apsoil.2021.103969,,https://www.ifc.unam.mx/publicacion.php?scopus=85102604110,True,1860,250,0.7645761,2.9905405,pub_250_a539f331
Sleep-wake cycle disturbances and NeuN-altered expression in adult rats after cannabidiol treatments during adolescence,"Murillo-Rodríguez, E., Millán-Aldaco, D., Cicconcelli, D., Giorgetti, V., Arankowsky-Sandoval, G., Alcaraz-Silva, J., Imperatori, C., Machado, S., Budde, H., & Torterolo, P.","Psychopharmacology, 238(6), 1437?1447",2021,10.1007/s00213-021-05769-z,33635384,https://www.ifc.unam.mx/publicacion.php?scopus=85101735490,True,2055,251,7.353894,3.3515408,pub_251_c995bd1c
Class I HDAC inhibition improves object recognition memory consolidation through BDNF/TrkB pathway in a time-dependent manner,"Ramirez-Mejia, G., Gil-Lievana, E., Urrego-Morales, O., Soto-Reyes, E., & Bermúdez-Rattoni, F.","Neuropharmacology, 187, 108493",2021,10.1016/j.neuropharm.2021.108493,33581144,https://www.ifc.unam.mx/publicacion.php?scopus=85101069409,True,1341,252,8.14494,3.201439,pub_252_9e096040
Tetradecanoic Acids With Anti-Virulence Properties Increase the Pathogenicity of Pseudomonas aeruginosa in a Murine Cutaneous Infection Model,"Juárez-Rodríguez, M. M., Cortes-López, H., García-Contreras, R., González-Pedrajo, B., Díaz-Guerrero, M., Martínez-Vázquez, M., ? Castillo-Juárez, I.","Frontiers in Cellular and Infection Microbiology, 10",2021,10.3389/fcimb.2020.597517,33585272,https://www.ifc.unam.mx/publicacion.php?scopus=85101048464,True,2137,253,1.5593368,1.0620905,pub_253_f899e070
Activation of ALDH1A1 by omeprazole reduces cell oxidative stress damage,"Calleja, L. F., Yoval?Sánchez, B., Hernández?Esquivel, L., Gallardo?Pérez, J. C., Sosa?Garrocho, M., Marín?Hernández, Á., ? Salud Rodríguez?Zavala, J.",The FEBS Journal,2021,10.1111/febs.15698,33400378,https://www.ifc.unam.mx/publicacion.php?scopus=85099420260,True,1865,254,1.7878498,3.8328655,pub_254_8412ab94
IL-4?BATF signaling directly modulates IL-9 producing mucosal mast cell (MMC9) function in experimental food allergy,"Tomar, S., Ganesan, V., Sharma, A., Zeng, C., Waggoner, L., Smith, A., ? Hogan, S. P.","Journal of Allergy and Clinical Immunology, 147(1), 280?295",2021,10.1016/j.jaci.2020.08.043,33069715,https://www.ifc.unam.mx/publicacion.php?scopus=85098772105,True,2096,255,3.658544,0.16781615,pub_255_d3128353
Generation of Functional Genetic Study Models in Zebrafish Using CRISPR-Cas9,"Carmona-Aldana, F., Nuñez-Martinez, H. N., Peralta-Alvarez, C. A., Tapia-Urzua, G., & Recillas-Targa, F.","Cancer Cell Signaling, 255?262",2020,10.1007/978-1-0716-0759-6_16,,https://www.ifc.unam.mx/publicacion.php?scopus=85090238390,True,484,256,3.4551885,1.7468821,pub_256_53f27e8f
Fabrication of Adhesive Substrate for Incorporating Hydrogels to Investigate the Influence of Stiffness on Cancer Cell Behavior,"Vázquez-Victorio, G., Rodríguez-Hernández, A., Cano-Jorge, M., Monroy-Romero, A. X., Macías-Silva, M., & Hautefeuille, M.","Cancer Cell Signaling, 277?297",2020,10.1007/978-1-0716-0759-6_18,,https://www.ifc.unam.mx/publicacion.php?scopus=85090226982,True,1571,257,4.1312127,1.3416152,pub_257_c1ef6539
Developing a Portable Device for the Identification of miRNAs in Fluids,"Asanov, A., Sampieri, A., & Vaca, L.","Cancer Cell Signaling, 73?88",2020,10.1007/978-1-0716-0759-6_6,,https://www.ifc.unam.mx/publicacion.php?scopus=85090218706,True,496,258,3.8516016,1.3521816,pub_258_ede2a99a
The Kv10,"Luis,E; Anaya-Hernandez,A; Leon-Sanchez,P; Duran-Pastn,ML",1 Channel: A Promising Target in Cancer Int J Mol Sci 23,2022,,35955591,https://www.ifc.unam.mx/publicacion.php?ut=000839118500001,True,773,259,3.6636958,6.8588786,pub_259_38af3442
Is Arsenic Exposure a Risk Factor for Metabolic Syndrome? A Review of the Potential Mechanisms,"Pánico, P., Velasco, M., Salazar, A. M., Picones, A., Ortiz-Huidobro, R. I., Guerrero-Palomo, G., Salgado-Bernabé, M. E., Ostrosky-Wegman, P., & Hiriart, M.","Frontiers in Endocrinology, 13",2022,10.3389/fendo.2022.878280,35651975,https://www.ifc.unam.mx/publicacion.php?ut=000804614000001,True,898,260,6.594754,5.05159,pub_260_20f330e2
Improved post-stroke spontaneous recovery by astrocytic extracellular vesicles,"Heras-Romero, Y., Morales-Guadarrama, A., Santana-Martínez, R., Ponce, I., Rincón-Heredia, R., Poot-Hernández, A. C., Martínez-Moreno, A., Urrieta, E., Bernal-Vicente, B. N., Campero-Romero, A. N., Moreno-Castilla, P., Greig, N. H., Escobar, M. L., Concha, L., & Tovar-y-Romo, L. B.","Molecular Therapy, 30(2), 798?815",2022,10.1016/j.ymthe.2021.09.023,34563674,https://www.ifc.unam.mx/publicacion.php?ut=000752480700004,True,1238,261,6.6549077,2.1321802,pub_261_0f0a72f2
Implications of the Immune Polymorphisms of the Host and the Genetic Variability of SARS-CoV-2 in the Development of COVID-19,"Zepeda-Cervantes, J., Martínez-Flores, D., Ramírez-Jarquín, J. O., Tecalco-Cruz, Á. C., Alavez-Pérez, N. S., Vaca, L., & Sarmiento-Silva, R. E.","Viruses, 14(1), 94",2022,10.3390/v14010094,35062298,https://www.ifc.unam.mx/publicacion.php?ut=000747106100001,True,1304,262,3.318305,0.7717342,pub_262_d12a1079
Haploinsufficiency of Shank3 increases the orientation selectivity of V1 neurons,"Ortiz-Cruz, C. A., Marquez, E. J., Linares-García, C. I., Perera-Murcia, G. R., & Ramiro-Cortés, Y.","Scientific Reports, 12(1)",2022,10.1038/s41598-022-26402-9,36564435,https://www.ifc.unam.mx/publicacion.php?scopus=85144638504,True,1994,263,7.133896,2.3871062,pub_263_b1b80f31
Phenotypic and Target-Directed Screening Yields New Acaricidal Alternatives for the Control of Ticks,"Saporiti, T., Cabrera, M., Bentancur, J., Ferrari, M. E., Cabrera, N., Pérez-Montfort, R., Aguirre-Crespo, F. J., Gil, J., Cuore, U., Matiadis, D., Sagnou, M., & Alvarez, G.","Molecules, 27(24), 8863",2022,10.3390/molecules27248863,36557996,https://www.ifc.unam.mx/publicacion.php?scopus=85144563968,True,1937,264,2.8064651,1.5442193,pub_264_8ccb1cbd
Interplay Between the Histone Variant H2A,"Ávila-López, P. A., Nuñez-Martínez, H. N., Peralta-Alvarez, C. A., Martinez-Calvillo, S., Recillas-Targa, F., & Hernández-Rivas, R.",Z and the Epigenome in Pancreatic Cancer,2022,10.1016/j.arcmed.2022.11.010,36470770,https://www.ifc.unam.mx/publicacion.php?scopus=85143281859,True,391,265,3.9411287,2.5232527,pub_265_a8e77b02
Cancer Epigenetics: An Overview,"Recillas-Targa, F.",Archives of Medical Research,2022,10.1016/j.arcmed.2022.11.003,36411173,https://www.ifc.unam.mx/publicacion.php?scopus=85142351337,True,1221,266,4.2723613,2.2815754,pub_266_4ec75b9b
Dominance status is associated with a variation in cannabinoid receptor 1 expression and amphetamine reward,"Migliaro, M., Sánchez-Zavaleta, R., Soto-Tinoco, E., Ruiz-Contreras, A. E., Méndez-Díaz, M., Herrera-Solís, A., Pérez de la Mora, M., & Prospéro-García, O. E.","Pharmacology Biochemistry and Behavior, 221, 173483",2022,10.1016/j.pbb.2022.173483,36270348,https://www.ifc.unam.mx/publicacion.php?scopus=85140250053,True,1214,267,8.076479,3.032089,pub_267_12d861dc
